Qmin	Pmean	Psummer	Pwinter	PETmean	PETsummer	PETwinter	size	Hmin	Hmax	Hmean	relief	aspectnorth	aspecteast	aspectsouth	aspectwest	SLP_MEAN	slope_10	slope10_30	slope30_60	slope_60	roughness	TWI	drainage_density	storagemean	permeabilitymean	soil_depthmean	bedrock	unconsolidated	waters	forests	depth0	depth0_1_10	depth_10	cystalin_rocks	sedimentary_rocks_	total	alluvial	glacial_	debris	landslide
0.597230368506514	1750.87282352941	958.781823529412	806.259030927835	492.843366390176	327.811908058824	172.781205624619	380.660272	584.901733398437	4158.97509765625	2037.61414213735	3574.07336425781	1	0	0	0	31.8392686692479	8.81351999673828	38.4321467706662	46.614360057719	6.13997317487652	1.33422428179664	6.52943387606687	0.81838327483778	19.6225680358023	40.4108483898145	15.8406099283588	21.8886493133925	11.0093856451347	14.1571870328748	19.7832946390744	67.2279084265942	25.4365116016586	7.33557997174708	50.3081776813316	49.6917548043994	54.7694036603615	1.48278120767538	28.2299214405225	22.2561454254512	2.40153520494488
0.131318623322057	2512.65905882353	1355.60752941177	1178.04612371134	363.476423833235	251.626646620176	116.527327787196	188.139752	1445.5029296875	4194.25146484375	2933.14229619566	2748.74853515625	0	0	1	0	26.6585507258358	21.3031725264961	39.0446600237577	35.2663099606895	4.38585748905662	1.23633125424231	6.002302061515	0.961758469842142	1.2864950005271	4.98068157959779	1.20614553794718	24.5859734506455	15.7052946187576	55.6779151651456	0.598234684219561	60.7975840226489	35.413760484612	3.78865549273898	99.9986308050411	0	51.5579054477237	0	48.2484667213197	1.5540230728841	0.0436100777408634
0.582774005897828	1820.742	999.771235294118	831.729463917526	479.086444550118	320.345700144471	166.030035207959	164.094604	638.457458496093	4158.97509765625	2154.56224555367	3520.51763916016	1	0	0	0	33.1117858721056	7.74689952019495	35.911323430415	49.4535499411457	6.88822710824436	1.36689507916331	5.64878079255814	1.89964808349213	15.629630848441	37.2311652507126	12.6961753089535	26.5644079074041	14.3945634768791	13.632131689329	15.6953831230395	66.5978925126231	25.4391949270671	7.96291256030968	64.8045757799568	35.1951591290595	54.2113241181689	1.45706734308809	26.2552357484484	24.7717737769417	1.52415206523393
0.773618206213714	1726.17805882353	918.961647058823	823.137340206185	472.689697184177	319.522025520353	160.489014396866	34.782884	1095.35571289062	3243.32421875	2331.87261507861	2147.96850585938	1	0	0	0	25.5801358560761	23.8036203049888	35.8174207052004	36.7242450031051	3.65471398670561	1.22892380784207	4.35553628458446	1.42424344532099	6.33171473119609	17.2450989129779	5.58121616532167	21.8939282870358	30.1395105488143	25.2766206997663	8.35568434336901	0	0	0	0	0	0	0	0	0	0
1.0196273493648	1668.65182352941	910.078	777.585896907217	553.721031015588	366.093423675059	196.775477051938	28.803696	1295.49829101562	2761.71435546875	1853.78132963013	1466.21606445313	0	1	0	0	28.7925773274323	8.00032884760025	46.7895697540198	43.0662039099535	2.14389748842645	1.21522651860186	4.04861305504502	1.42424344532099	37.1242814869849	44.5305984994983	25.2433541524179	15.4660252138176	7.93311951571698	0.307189270243252	16.5434438520493	0	0	0	0	0	0	0	0	0	0
0.640138717379657	1387.50917647059	718.722588235294	683.013340206186	498.507523240294	339.023627073765	166.664512429113	19.249464	1789.34204101562	3233.31713867187	2276.41017594705	1443.97509765625	0	1	0	0	25.1245346109385	14.4358877386053	49.9968830132534	34.1131341509536	1.45409509718765	1.16298112455265	3.78186533797114	1.01358666402348	31.6441154828377	64.025659005324	24.7263472276328	11.2892586879405	21.357972753289	1.5680103045129	1.53425055963269	60.1482182387049	31.43484884137	8.41693291992495	39.0499652353956	60.9497438474131	54.6268321974433	0	34.2909455584463	17.7833965851776	0.243290710080967
0.166265304885257	1116.56235294118	687.670117647059	442.989896907216	416.788299879294	288.462779580294	134.131684213299	66.399128	1766.3232421875	4048.9638671875	2699.52738423807	2282.640625	0	1	0	0	30.2136042847615	8.61818109966033	42.572945703259	44.708834063947	4.10003913313362	1.25876330823116	4.83561859295318	1.64225048256658	8.15640665187067	27.9392128589574	7.21240091427814	20.7454521635821	28.0623453750676	25.2650551793612	5.3015553216575	0	0	0	86.4187327881776	13.4601481513432	38.5129542577655	0.416940372516181	26.1477794373201	11.5641856900744	0.144433947457781
0.248478716232	1216.65564705882	760.940470588235	473.971793814433	426.519270511706	295.798762756	136.670905963175	116.677444	1804.44091796875	4047.80517578125	2605.03482072169	2243.3642578125	1	0	0	0	27.1035785122325	12.7838055432099	46.8088482150901	37.730238568962	2.67710767273798	1.20676643485599	5.50797443614262	0.939633199369709	12.970573913282	38.6062987805714	11.4164026171762	12.7301068247529	32.6225108358656	17.2371242152674	4.84567567984452	0	0	0	95.2715230889014	4.63849893729246	46.7582074987445	1.11921012044349	28.734190333843	15.3723142192938	0.0590342645344626
0.4452419548512	1944.83864705882	952.582882352941	1017.53301030928	389.370377408706	269.611585382706	124.978972605155	39.472684	1755.59924316406	3629.0302734375	2700.14658762664	1873.43103027344	0	0	1	0	24.8608930751939	19.4824682470679	44.530834848273	34.2246650412732	1.76203186338589	1.1728413700713	4.51053984379654	1.42424344532099	6.91734116981435	24.8304305420092	6.29384270459929	19.5916134359281	14.9292592611354	45.3599343501629	2.65056151886166	58.6529055986596	37.4948051292184	3.8522892721219	100.000053201348	0	73.2634656258637	3.34828725111311	58.9422981749948	8.52696322327293	2.25756606500626
0.517447830811199	1811.36088235294	951.692411764706	862.954453608248	463.628761490941	318.711175091765	151.225015580474	80.4253	1517.43432617187	3961.74755859375	2656.19333897508	2444.31323242188	0	0	1	0	31.0683159354247	8.46500839018801	40.1362920640857	46.8070634739854	4.59163607174083	1.2765084382469	4.99936724867788	1.91924680417729	6.95826520525462	24.3822467034299	6.01296868491567	31.3671229130148	17.5198597695148	28.3218339362747	5.27778813759495	69.329194611967	24.2544795904081	6.4163257976248	100.000264842034	0	58.6166733015856	0.706363040408366	34.1166636715552	9.82893621835035	1.41909222098827
0.7664141737536	1949.83905882353	1082.93076470588	894.495835051546	508.069908264706	336.686326132353	179.632930214784	43.912016	764.506958007812	2950.92797851562	1812.85298786225	2186.42102050781	1	0	0	0	32.6828908207083	6.04018213530582	37.1915208050273	51.0330097469424	5.73528731272451	1.33046518630069	4.34356323616783	3.49373620195438	21.2099784871796	53.3263040913832	16.6026899375566	18.0414683068208	14.6379890125152	7.37431897401571	20.5429083366915	58.1435252735226	25.8496026743981	16.0068720520793	0	100.000193568886	51.0041153416257	0.87312605217436	20.0117203681918	28.303282054022	1.69173865800188
0.707717112280457	1714.04823529412	898.126176470588	843.285092783505	422.176838021294	288.927245726471	139.415724902351	20.712968	1015.66064453125	3194.67529296875	2193.02493055571	2179.0146484375	1	0	0	0	34.9011190490821	7.79917500926956	33.9942528735632	47.9050797182054	10.3014923989618	1.44375714758517	3.52646804945158	1.42424344532099	4.93000809424729	19.4324693569177	5.0767827056671	44.2070816279249	12.2523940072592	22.5775156382732	7.03577496331763	37.6642418726578	31.4520974627106	30.8836606646314	100.001569065331	0	30.2886444360845	0	17.4525202542925	12.2034099567724	0
0.575868514778742	917.151411764706	598.64305882353	331.575216494846	583.492058191588	400.154676392	191.584956026165	55.238568	1703.67248535156	3165.462890625	2330.18688900737	1461.79040527344	0	0	1	0	27.9607636029181	10.02765013799	44.847185629575	43.4501671868809	1.67499704555408	1.19401812732955	4.72908614246132	1.42541711074045	21.2489130979168	41.2737255413089	17.9016348334845	12.0457984318779	28.2899071144671	0.308954802464399	29.2345088215917	0	0	0	0	100.000546719459	62.8096120842596	0.461126961483595	18.5101903010203	42.1653783210352	0.92565551749857
0.54160949352	936.420294117647	593.730705882353	355.596989690722	497.410467474647	343.373317899235	160.79560296699	26.916596	1507.10107421875	3162.70532226562	2364.30971226045	1655.60424804687	0	1	0	0	36.5260985607692	2.06548294863488	26.683409916363	66.2391887152478	5.01191841975426	1.34141174762775	3.7429429789459	2.55470639749543	9.2874930499057	27.5089252213195	6.87723130532987	28.8866685485908	38.4124236706435	0.125915580845974	20.8912148810673	0	0	0	0	99.8718151433413	41.5219429298411	0.0103690661992357	8.14536032417736	29.7847804272957	3.4244444839657
