GIS_ID	lasso_plateau_C_obs	lasso_plateau_C_est	lasso_plateau_C_residual	lasso_plateau_q95_obs	lasso_plateau_q95_est	lasso_plateau_q95_residual	lasso_plateau_Qmin_obs	lasso_plateau_Qmin_est	lasso_plateau_Qmin_residual	random_forest_alps_C_obs	random_forest_alps_C_est	random_forest_alps_C_residual	random_forest_alps_q95_obs	random_forest_alps_q95_est	random_forest_alps_q95_residual	random_forest_alps_Qmin_obs	random_forest_alps_Qmin_est	random_forest_alps_Qmin_residual	random_forest_plateau_C_obs	random_forest_plateau_C_est	random_forest_plateau_C_residual	random_forest_plateau_q95_obs	random_forest_plateau_q95_est	random_forest_plateau_q95_residual	random_forest_plateau_Qmin_obs	random_forest_plateau_Qmin_est	random_forest_plateau_Qmin_residual	sequential_alps_C_obs	sequential_alps_C_est	sequential_alps_C_residual	sequential_alps_q95_obs	sequential_alps_q95_est	sequential_alps_q95_residual	sequential_alps_Qmin_obs	sequential_alps_Qmin_est	sequential_alps_Qmin_residual	sequential_plateau_C_obs	sequential_plateau_C_est	sequential_plateau_C_residual	sequential_plateau_q95_obs	sequential_plateau_q95_est	sequential_plateau_q95_residual	sequential_plateau_Qmin_obs	sequential_plateau_Qmin_est	sequential_plateau_Qmin_residual	stepwise_alps_C_obs	stepwise_alps_C_est	stepwise_alps_C_residual	stepwise_alps_q95_obs	stepwise_alps_q95_est	stepwise_alps_q95_residual	stepwise_alps_Qmin_obs	stepwise_alps_Qmin_est	stepwise_alps_Qmin_residual	stepwise_plateau_C_obs	stepwise_plateau_C_est	stepwise_plateau_C_residual	stepwise_plateau_q95_obs	stepwise_plateau_q95_est	stepwise_plateau_q95_residual	stepwise_plateau_Qmin_obs	stepwise_plateau_Qmin_est	stepwise_plateau_Qmin_residual
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5462659797659	11.3104234842459	23.23584249552	0.633007745195294	0.596872866805548	0.0361348783897462	0.575868514778742	0.524402710153333	0.0514658046254088	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7.81127658999864	-7.81127658999864	0.633007745195294	0.66414209600406	-0.0311343508087658	0.575868514778742	0.431686137923444	0.144182376855298	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14.8665071077976	-14.8665071077976	0.633007745195294	0.684079176522991	-0.0510714313276965	0.575868514778742	0.609296438164739	-0.033427923385997	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	9.48323886848446	11.1853943190948	-1.70215545061029	0.799990698976941	0.567661914645511	0.23232878433143	0.699931278320228	0.510055185715241	0.189876092604987	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.18436660322149	10.3677930672219	-1.18342646400037	0.239638250395482	0.226282097206759	0.0133561531887229	0.2428377940368	0.287105933011461	-0.0442681389746609	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.48323886848446	12.1862929189816	-2.70305405049715	0.799990698976941	0.715914905683825	0.0840757932931161	0.699931278320228	0.552044188690146	0.147887089630082	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.48323886848446	11.4745466953125	-1.99130782682803	0.799990698976941	0.681471891467194	0.118518807509747	0.699931278320228	0.541156801408904	0.158774476911324
49	7.61850456484548	10.5681865807123	-2.94968201586678	0.447727335743435	0.582887004650493	-0.135159668907058	0.368358177175542	0.511500106302948	-0.143141929127406	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2001482786839	21.2351109844395	6.96503729424439	0.963201210232659	0.845300313423574	0.117900896809085	0.437792725098514	0.422938716329244	0.0148540087692703	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.61850456484548	10.1486783910431	-2.53017382619762	0.447727335743435	0.645200354276248	-0.197473018532813	0.368358177175542	0.572959673683103	-0.204601496507561	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.61850456484548	11.4000035893719	-3.7814990245264	0.447727335743435	0.761959702775711	-0.314232367032276	0.368358177175542	0.607801646132767	-0.239443468957225
50	9.18436660322149	12.0190334235531	-2.8346668203316	0.239638250395482	0.183462007108102	0.0561762432873798	0.200199486466971	0.266987380602916	-0.0667878941359455	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.581740545164	16.0651243915441	0.516616153619871	0.288335187094024	0.334602740744236	-0.0462675536502122	0.389184409385828	0.389222190658838	-3.77812730101845e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.18436660322149	13.5059110323593	-4.32154442913785	0.239638250395482	0.254967548925706	-0.0153292985302244	0.200199486466971	0.285310199666782	-0.0851107131998113	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.18436660322149	12.6211286049722	-3.43676200175071	0.239638250395482	0.361546204311413	-0.121907953915931	0.200199486466971	0.345295140169217	-0.145095653702246
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0556975580517	15.2385821277502	2.81711543030146	0.602331137808565	0.60844120154348	-0.00611006373491507	0.54160949352	0.531011444472341	0.0105980490476593	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7342451192148	17.4351392699217	3.29910584929311	0.602331137808565	0.822025658229014	-0.219694520420449	0.54160949352	0.66902590233202	-0.12741640881202	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7342451192148	14.8665071077976	5.86773801141718	0.602331137808565	0.684079176522991	-0.0817480387144256	0.54160949352	0.609296438164739	-0.067686944644739	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64961625935846	7.71888216099903	-1.06926590164057	0.671650268279718	0.63108930895347	0.0405609593262481	0.606027661116342	0.542927869144668	0.0630997919716737	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5462659797659	30.8015810629915	3.74468491677444	0.671650268279718	0.629369632225951	0.0422806360537669	0.606027661116342	0.680405523096419	-0.0743778619800769	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5462659797659	14.8665071077976	19.6797588719683	0.671650268279718	0.684079176522991	-0.0124289082432726	0.606027661116342	0.609296438164739	-0.00326877704839701	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.3572355934163	15.1631310693358	20.1941045240805	0.90718240513807	0.80232425336801	0.10485815177006	0.797471757615771	0.734163766720964	0.0633079908948069	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0556975580517	17.8705913098556	0.185106248196085	0.90718240513807	0.580431223063749	0.326751182074321	0.797471757615771	0.667843430170461	0.12962832744531	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0556975580517	14.8665071077976	3.18919045025408	0.90718240513807	0.684079176522991	0.223103228615079	0.797471757615771	0.609296438164739	0.188175319451032	NA	NA	NA	NA	NA	NA	NA	NA	NA
56	28.2001482786839	22.4400943413826	5.76005393730135	0.963201210232659	0.70441856230137	0.258782647931289	0.856354277895085	0.486144771080759	0.370209506814326	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.99800027756748	7.80268969671195	0.195310580855528	0.526560996692329	0.522420786819893	0.0041402098724358	0.198536796270171	0.286062223293542	-0.0875254270233712	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2001482786839	22.9797258702694	5.2204224084145	0.963201210232659	0.606459624537626	0.356741585695033	0.856354277895085	0.511894524171066	0.344459753724019	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2001482786839	21.6032518096413	6.59689646904257	0.963201210232659	0.543194080266623	0.420007129966036	0.856354277895085	0.453129467713943	0.403224810181142
61	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3501826672408	12.9110388631096	2.43914380413119	0.441787899676235	0.529279352807713	-0.0874914531314777	0.371961819067885	0.42935032964782	-0.0573885105799354	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64961625935846	9.11689755959275	-2.46728130023429	0.441787899676235	0.774958284950774	-0.333170385274539	0.371961819067885	0.721691445296387	-0.349729626228502	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64961625935846	14.8665071077976	-8.21689084843916	0.441787899676235	0.684079176522991	-0.242291276846756	0.371961819067885	0.609296438164739	-0.237334619096854	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0898725140526	16.8973256750105	3.19254683904209	0.954965198341271	0.705077954821671	0.2498872435196	0.909994073234057	0.615292182775225	0.294701890458832	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.3572355934163	20.5899410968867	14.7672944965296	0.954965198341271	0.50251985789406	0.452445340447211	0.909994073234057	0.368746799095154	0.541247274138903	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.3572355934163	14.8665071077976	20.4907284856187	0.954965198341271	0.684079176522991	0.27088602181828	0.909994073234057	0.609296438164739	0.300697635069318	NA	NA	NA	NA	NA	NA	NA	NA	NA
